"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3613619";"";"None";"412.45";"0";"1.16";"22";"COC(=O)c1cccc(NC(=O)C2(N)CCN(c3ccnc(NC(C)=O)n3)CC2)c1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3615479";"Inhibition of PKA (unknown origin) by radiometric assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL3611979";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL81809";"";"None";"366.20";"0";"3.81";"14";"O=C(Oc1c(Cl)cc2c3cc[nH]cc-3nc2c1Cl)N1CCOCC1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772598";"Inhibitory activity against protein kinase A.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL207718";"";"None";"458.93";"0";"2.78";"34";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870111";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL376967";"";"None";"474.97";"0";"3.41";"27";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(CCN(C)C)[C@@H](C)C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870111";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL377772";"";"None";"443.91";"0";"4.01";"12";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1CC(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870111";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL57553";"";"None";"263.30";"0";"2.86";"17";"Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"19.83";"0.36";"2.36";"6.81";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL97768";"";"None";"340.43";"0";"2.03";"8";"NCCCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O";"IC50";"'='";"150000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL822640";"Inhibition of c-AMP dependent kinase (PKA) using histone II A protein";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128033";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL74883";"";"None";"369.38";"0";"3.86";"3ff";"COc1cc2ccn(C)c2c2c3c(c4c5ccccc5[nH]c4c12)C(=O)NC3=O";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL208286";"";"None";"433.87";"0";"2.45";"28";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](CO)C(N)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL870111";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1147701";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL434037";"";"None";"580.64";"2";"5.21";"34";"CO[C@H]1[C@@H](N(C)OC(=O)C(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL768001";"Inhibitory activity against cAMP-dependent protein kinase A was determined";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL327291";"";"None";"312.37";"0";"1.25";"6";"NCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O";"IC50";"'='";"300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL822640";"Inhibition of c-AMP dependent kinase (PKA) using histone II A protein";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128033";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL305178";"";"None";"506.58";"2";"6.20";"39";"C[C@H](Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1";"IC50";"'>'";"24000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767997";"Inhibition of Protein kinase A";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1132637";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL305223";"";"None";"413.41";"0";"2.71";"9y";"CS(=O)(=O)c1ccc(C(=O)n2c3cc(O)c(O)cc3c3ccc(O)c(O)c32)cc1";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"10.64";"0.21";"1.69";"3.21";"0";"CHEMBL766844";"In vitro inhibitory activity against protein kinase A";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127577";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";""
"CHEMBL75773";"";"None";"277.35";"0";"0.83";"10";"O=S(=O)(c1cccc2cnccc12)N1CCNCC1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"18.83";"0.38";"4.39";"8.38";"0";"CHEMBL768312";"Inhibition of cAMP-dependent protein kinase (PKA).";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1125757";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";""
"CHEMBL351380";"";"None";"363.44";"0";"1.10";"11";"COC(=O)CCN1CCN(S(=O)(=O)c2cccc3cnccc23)CC1";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL768313";"Inhibition of cAMP-dependent protein kinase (PKA) (no inhibition)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1125757";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";""
"CHEMBL367488";"";"None";"550.52";"2";"2.15";"(+)-1";"O=C(N[C@H]1CNCCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"9.60";"0.18";"3.13";"2.61";"0";"CHEMBL769032";"Inhibition of cAMP-dependent protein kinase (Protein kinase A)";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1129020";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";""
"CHEMBL357136";"";"None";"318.42";"0";"3.69";"16";"O=C(CCl)c1scc(Br)c1Br";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL822639";"Inhibitory activity against protein kinase A (PKA )";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1145133";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL263042";"";"None";"407.35";"0";"4.87";"3j";"Cn1ccc2ccc3c4[nH]c5ccc(C(F)(F)F)cc5c4c4c(c3c21)C(=O)NC4=O";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL308979";"";"None";"466.54";"0";"3.85";"13e";"Cn1ccc2ccc3c4[nH]c5c(CCN6CCC[C@H]6CO)cccc5c4c4c(c3c21)C(=O)NC4=O";"IC50";"'='";"4580.0";"nM";"5.34";"";"";"UO_0000065";"11.44";"0.21";"1.49";"5.91";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL73794";"";"None";"479.58";"0";"4.03";"14g";"CN1CCN(CCCc2cccc3c2[nH]c2c4ccc5ccn(C)c5c4c4c(c32)C(=O)NC4=O)CC1";"IC50";"'='";"16600.0";"nM";"4.78";"";"";"UO_0000065";"9.97";"0.18";"0.75";"6.51";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL123777";"";"None";"398.47";"0";"3.30";"8e";"CNCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21";"IC50";"'='";"3520.0";"nM";"5.45";"";"";"UO_0000065";"13.69";"0.25";"2.15";"6.91";"0";"CHEMBL766660";"Inhibitory activity against Protein kinase A (PKA)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136337";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL131426";"";"None";"519.61";"1";"4.98";"9";"CO[C@H]1[C@@H](N(C)CCC#N)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"11.27";"0.20";"0.87";"6.93";"0";"CHEMBL768001";"Inhibitory activity against cAMP-dependent protein kinase A was determined";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL73718";"";"None";"456.50";"0";"2.91";"11h";"COc1ccc2c3c4c(c5c(ccc6ccn(C)c65)c3n(CCNCCO)c2c1)C(=O)NC4=O";"IC50";"'='";"3740.0";"nM";"5.43";"";"";"UO_0000065";"11.89";"0.22";"2.52";"5.57";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL95812";"";"None";"441.49";"1";"0.60";"13";"NC(CCC(=O)O)C(=O)NCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O";"IC50";"'='";"390000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL822640";"Inhibition of c-AMP dependent kinase (PKA) using histone II A protein";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128033";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL268368";"STAUROSPORINE AGLYCON";"None";"325.33";"0";"3.84";"4a";"O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL769037";"Inhibition of Protein kinase A";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136337";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL78862";"";"None";"321.77";"0";"4.62";"23";"O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1ccccc1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772598";"Inhibitory activity against protein kinase A.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL142826";"";"None";"277.94";"0";"3.03";"24";"O=C(CBr)c1ccc(Br)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL822639";"Inhibitory activity against protein kinase A (PKA )";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1145133";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL3613608";"";"None";"492.62";"0";"4.01";"11";"CCC(C)OC(=O)c1cccc(NC(=O)C2(CN(C)C)CCN(c3ncnc4[nH]cc(C)c34)CC2)c1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"15.47";"0.29";"3.61";"7.37";"0";"CHEMBL3615479";"Inhibition of PKA (unknown origin) by radiometric assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL3611979";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL73767";"";"None";"411.46";"0";"4.01";"3qq";"Cc1cc2ccn(C)c2c2c3c(c4c5ccccc5n(CCCO)c4c12)C(=O)NC3=O";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL73485";"";"None";"383.41";"0";"4.17";"3ii";"COc1ccc2c(c1)[nH]c1c2c2c(c3c1c(C)cc1ccn(C)c13)C(=O)NC2=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772600";"Inhibitory activity against Protein kinase A (Histone)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136094";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL277931";"";"None";"367.41";"0";"4.53";"11";"O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL767982";"Inhibition of protein kinase A.";"B";"BAO_0000224";"protein format";"unidentified";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL56669";"";"None";"361.45";"0";"4.80";"5";"CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL767983";"Inhibition of protein kinase A (not determined)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1130562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";""
"CHEMBL141190";"";"None";"237.11";"0";"2.59";"7";"O=C(CCl)c1csc(C(=O)CCl)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL822639";"Inhibitory activity against protein kinase A (PKA )";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1145133";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL367457";"";"None";"569.52";"2";"3.69";"5 (+/-) syn";"O=C(N[C@H]1c2ccccc2CC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL757141";"Inhibition of cAMP-dependent protein kinase (PKA)";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1129020";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";""
"CHEMBL23327";"PURVALANOLA";"None";"388.90";"0";"4.23";"purvalanol A";"CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1";"IC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"12.97";"0.26";"0.82";"5.74";"0";"CHEMBL823565";"Inhibition of cAMP-dependent protein kinase";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1135432";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";""
"CHEMBL389685";"";"None";"118.14";"0";"1.56";"2";"c1cnc2[nH]ccc2c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL919347";"Inhibition of PKA by radiometric filter binding assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1139878";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL227381";"";"None";"419.93";"0";"2.97";"1, (CCT077373)";"O=S(=O)(NCCNCCOCc1ccc(Cl)cc1)c1cccc2cnccc12";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"16.12";"0.33";"3.80";"8.43";"0";"CHEMBL919347";"Inhibition of PKA by radiometric filter binding assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1139878";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL142711";"";"None";"318.42";"0";"3.69";"17";"O=C(CCl)c1cc(Br)c(Br)s1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL822639";"Inhibitory activity against protein kinase A (PKA )";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1145133";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL14762";"SELICICLIB";"2.0";"354.46";"0";"3.20";"Roscovitine";"CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL766370";"Inhibition of PKA (protein kinase A)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1148433";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL80121";"";"None";"259.70";"0";"3.28";"21";"CC(=O)Nc1cc(Cl)cc2c3cc[nH]cc-3nc12";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL772598";"Inhibitory activity against protein kinase A.";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1136119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL104408";"";"None";"406.44";"0";"4.46";"13Cf";"O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1CCC3CO";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL766681";"Inhibition of protein kinase A mediated histone phosphorylation";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1149211";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL395080";"";"None";"549.63";"2";"5.27";"46c";"COc1cc(-c2ccc3c(c2)Nc2ccc(CC(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL894162";"Inhibition of recombinant PKA by radiometric assay";"B";"BAO_0000224";"protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1148724";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL93559";"";"None";"459.55";"0";"1.98";"12";"NC(Cc1ccccc1)C(=O)NCCCCCNC1=C(c2cc3ccccc3[nH]2)C(=O)NC1=O";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL822641";"Inhibition of c-AMP dependent kinase (PKA) using histone II A protein (no inhibition)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128033";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";""
"CHEMBL6246";"ELLAGIC ACID";"2.0";"302.19";"0";"1.31";"Ellagic Acid";"O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"18.05";"0.34";"4.15";"3.86";"0";"CHEMBL861008";"Inhibition of PKA";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2094138";"cAMP-dependent protein kinase (PKA)";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1146093";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";""
